comment_id,platform,source_name,comment_text,date,likesCount,video_id,video_url,restaurant
7585507551220581141,tiktok,Hiba Benmer,جامي سمعت بيها وجامي صراتلي الحمد لله,2026-01-24T11:30:47.481741,4,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585804913202381590,tiktok,Sophia ♥ 🇲🇦 🇨🇾 ♥,LOOOOL 😭😂🤣🤣🤣😂😭😭 was not expecting that 😭😂,2026-01-24T11:30:47.481743,4,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585504423679116049,tiktok,Nabila🎀,نندب🫤,2026-01-24T11:30:47.481745,4,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7591931227025343288,tiktok,…,تذكرت قبل ما اتزوج نتفاهم اني وزوجي على اثاث البيت وبحكم هو من دولة واني من دولة مايقدر يدخل بفلوس كثير لبلادي فانا على نيتي قلت لو ناقص شي يكملوه خوالي الا ثاني يوم جاب ضعف الفلوس الي متفقين عليها ❤️,2026-01-24T11:30:48.617396,1,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7587249780343046934,tiktok,SaelsaسالسةIkram👸🏼🩷,هاذا الشي في التيكتوك أنا في الحقيقة العكس تماما,2026-01-24T11:30:48.617449,1,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585535743121326856,tiktok,~N~,جيل الثمانينات مشي هكا 😁,2026-01-24T11:30:48.617454,0,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585481982533124885,tiktok,Noussa Nalis,لحمد لله جامي صرالي وجتمي وصلت روحييصرالي توجور نخرج وخدي ونخلص على روحي والله لا يحتجني غير لربي سبحانو,2026-01-24T11:30:48.617457,2,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585501589931361031,tiktok,🌹أم رسيم وارسلان☘️❤️,زعم كل شىء نحبهم فيهم الرجولة عاليا غيورين تحيا ولاد بلادي وين مكانو 🥰🥰🥰🥰❤️❤️❤️,2026-01-24T11:30:48.617461,8,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585410343627965191,tiktok,lyndamokrani83,c’est bien le contraire mon vieux,2026-01-24T11:30:48.617464,8,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585512764366390023,tiktok,Soumia collection,التالية مكاش منها,2026-01-24T11:30:48.617466,5,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
